candidate_id,uri,post_created_at,post_text_raw,post_text_clean,candidate_phrase_raw,candidate_phrase_clean,candidate_phrase_alnum,candidate_source_type,candidate_rank_in_post,trend_id,trend_date,trend_name_raw,trend_name_clean,trend_key_no_hash,trend_counts,trend_num_hours,match_stage,match_method,match_score,lexical_score,semantic_token_cosine,semantic_char_trigram_jaccard,stage_rank,temporal_pool_mode,is_matched,is_ambiguous,ambiguity_count
115,at://did:plc:22dulstyhpc7jfpogwtyqkhv/app.bsky.feed.post/3mijsrlxidw2e,2026-04-02T18:15:23.613Z,"🩺What's under those scrubs @Nurse__Scarlett🩺

Nurses are so dirty !!

Please RT and Follow her!

More Flashing linktr.ee/flashing1
#Nurse #scrubs #naughtynurse #publicflash #nurseboobs #nurselife",🩺what's under those scrubs @nurse scarlett🩺 nurses are so dirty please rt and follow her more flashing linktr ee flashing1 #nurse #scrubs #naughtynurse #publicflash #nurseboobs #nurselife,flashing linktr ee flashing1,flashing linktr ee flashing1,flashing linktr ee flashing1,ngram_4,17,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
116,at://did:plc:22dulstyhpc7jfpogwtyqkhv/app.bsky.feed.post/3mijsrlxidw2e,2026-04-02T18:15:23.613Z,"🩺What's under those scrubs @Nurse__Scarlett🩺

Nurses are so dirty !!

Please RT and Follow her!

More Flashing linktr.ee/flashing1
#Nurse #scrubs #naughtynurse #publicflash #nurseboobs #nurselife",🩺what's under those scrubs @nurse scarlett🩺 nurses are so dirty please rt and follow her more flashing linktr ee flashing1 #nurse #scrubs #naughtynurse #publicflash #nurseboobs #nurselife,linktr ee flashing1 nurse,linktr ee flashing1 nurse,linktr ee flashing1 nurse,ngram_4,18,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
117,at://did:plc:22dulstyhpc7jfpogwtyqkhv/app.bsky.feed.post/3mijsrlxidw2e,2026-04-02T18:15:23.613Z,"🩺What's under those scrubs @Nurse__Scarlett🩺

Nurses are so dirty !!

Please RT and Follow her!

More Flashing linktr.ee/flashing1
#Nurse #scrubs #naughtynurse #publicflash #nurseboobs #nurselife",🩺what's under those scrubs @nurse scarlett🩺 nurses are so dirty please rt and follow her more flashing linktr ee flashing1 #nurse #scrubs #naughtynurse #publicflash #nurseboobs #nurselife,ee flashing1 nurse scrubs,ee flashing1 nurse scrubs,ee flashing1 nurse scrubs,ngram_4,19,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
118,at://did:plc:22dulstyhpc7jfpogwtyqkhv/app.bsky.feed.post/3mijsrlxidw2e,2026-04-02T18:15:23.613Z,"🩺What's under those scrubs @Nurse__Scarlett🩺

Nurses are so dirty !!

Please RT and Follow her!

More Flashing linktr.ee/flashing1
#Nurse #scrubs #naughtynurse #publicflash #nurseboobs #nurselife",🩺what's under those scrubs @nurse scarlett🩺 nurses are so dirty please rt and follow her more flashing linktr ee flashing1 #nurse #scrubs #naughtynurse #publicflash #nurseboobs #nurselife,flashing1 nurse scrubs naughtynurse,flashing1 nurse scrubs naughtynurse,flashing1 nurse scrubs naughtynurse,ngram_4,20,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
119,at://did:plc:22fyoakkfli6tcd5kmozvvxp/app.bsky.feed.post/3mijswdyhn22q,2026-04-02T18:18:03.067Z,the girl:                        her true form:,the girl her true form,girl her true form,girl her true form,girl her true form,ngram_4,1,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
120,at://did:plc:22fyoakkfli6tcd5kmozvvxp/app.bsky.feed.post/3mijswdyhn22q,2026-04-02T18:18:03.067Z,the girl:                        her true form:,the girl her true form,girl her true,girl her true,girl her true,ngram_3,2,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
121,at://did:plc:22fyoakkfli6tcd5kmozvvxp/app.bsky.feed.post/3mijswdyhn22q,2026-04-02T18:18:03.067Z,the girl:                        her true form:,the girl her true form,true form,true form,true form,ngram_2,3,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
122,at://did:plc:22fyoakkfli6tcd5kmozvvxp/app.bsky.feed.post/3mijsxkcf4s2q,2026-04-02T18:18:43.240Z,Yeah Cor Caroli is a cool enemy Triangulum,yeah cor caroli is a cool enemy triangulum,caroli is a cool,caroli is a cool,caroli is a cool,ngram_4,1,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
123,at://did:plc:22fyoakkfli6tcd5kmozvvxp/app.bsky.feed.post/3mijsxkcf4s2q,2026-04-02T18:18:43.240Z,Yeah Cor Caroli is a cool enemy Triangulum,yeah cor caroli is a cool enemy triangulum,yeah cor caroli,yeah cor caroli,yeah cor caroli,ngram_3,2,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
124,at://did:plc:22fyoakkfli6tcd5kmozvvxp/app.bsky.feed.post/3mijsxkcf4s2q,2026-04-02T18:18:43.240Z,Yeah Cor Caroli is a cool enemy Triangulum,yeah cor caroli is a cool enemy triangulum,cool enemy triangulum,cool enemy triangulum,cool enemy triangulum,ngram_3,3,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
125,at://did:plc:22fyoakkfli6tcd5kmozvvxp/app.bsky.feed.post/3mijsxkcf4s2q,2026-04-02T18:18:43.240Z,Yeah Cor Caroli is a cool enemy Triangulum,yeah cor caroli is a cool enemy triangulum,yeah cor,yeah cor,yeah cor,ngram_2,4,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
126,at://did:plc:22fyoakkfli6tcd5kmozvvxp/app.bsky.feed.post/3mijsxkcf4s2q,2026-04-02T18:18:43.240Z,Yeah Cor Caroli is a cool enemy Triangulum,yeah cor caroli is a cool enemy triangulum,cor caroli,cor caroli,cor caroli,ngram_2,5,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
127,at://did:plc:22fyoakkfli6tcd5kmozvvxp/app.bsky.feed.post/3mijsxkcf4s2q,2026-04-02T18:18:43.240Z,Yeah Cor Caroli is a cool enemy Triangulum,yeah cor caroli is a cool enemy triangulum,cool enemy,cool enemy,cool enemy,ngram_2,6,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
128,at://did:plc:22fyoakkfli6tcd5kmozvvxp/app.bsky.feed.post/3mijsxkcf4s2q,2026-04-02T18:18:43.240Z,Yeah Cor Caroli is a cool enemy Triangulum,yeah cor caroli is a cool enemy triangulum,enemy triangulum,enemy triangulum,enemy triangulum,ngram_2,7,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
129,at://did:plc:22g76b5uv7d7gpsriovic5sy/app.bsky.feed.post/3mijsomjdjk2x,2026-04-02T18:13:43.575Z,short hairy trans mascs forever and ever and ever,short hairy trans mascs forever and ever and ever,short hairy trans mascs,short hairy trans mascs,short hairy trans mascs,ngram_4,1,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
130,at://did:plc:22g76b5uv7d7gpsriovic5sy/app.bsky.feed.post/3mijsomjdjk2x,2026-04-02T18:13:43.575Z,short hairy trans mascs forever and ever and ever,short hairy trans mascs forever and ever and ever,hairy trans mascs forever,hairy trans mascs forever,hairy trans mascs forever,ngram_4,2,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
131,at://did:plc:22g76b5uv7d7gpsriovic5sy/app.bsky.feed.post/3mijsomjdjk2x,2026-04-02T18:13:43.575Z,short hairy trans mascs forever and ever and ever,short hairy trans mascs forever and ever and ever,mascs forever and ever,mascs forever and ever,mascs forever and ever,ngram_4,3,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
132,at://did:plc:22g76b5uv7d7gpsriovic5sy/app.bsky.feed.post/3mijsomjdjk2x,2026-04-02T18:13:43.575Z,short hairy trans mascs forever and ever and ever,short hairy trans mascs forever and ever and ever,short hairy trans,short hairy trans,short hairy trans,ngram_3,4,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
133,at://did:plc:22g76b5uv7d7gpsriovic5sy/app.bsky.feed.post/3mijsomjdjk2x,2026-04-02T18:13:43.575Z,short hairy trans mascs forever and ever and ever,short hairy trans mascs forever and ever and ever,hairy trans mascs,hairy trans mascs,hairy trans mascs,ngram_3,5,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
134,at://did:plc:22g76b5uv7d7gpsriovic5sy/app.bsky.feed.post/3mijsomjdjk2x,2026-04-02T18:13:43.575Z,short hairy trans mascs forever and ever and ever,short hairy trans mascs forever and ever and ever,trans mascs forever,trans mascs forever,trans mascs forever,ngram_3,6,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
135,at://did:plc:22g76b5uv7d7gpsriovic5sy/app.bsky.feed.post/3mijsomjdjk2x,2026-04-02T18:13:43.575Z,short hairy trans mascs forever and ever and ever,short hairy trans mascs forever and ever and ever,forever and ever,forever and ever,forever and ever,ngram_3,7,64050.0,2024-02-26,FOREVER AND ALWAYS,forever and always,forever and always,28110.0,3.0,semantic,token_cosine_char_trigram,0.6333333333333333,0.7058823529411765,0.6666666666666667,0.5555555555555556,1,global_fallback_no_date_overlap,True,False,1
136,at://did:plc:22g76b5uv7d7gpsriovic5sy/app.bsky.feed.post/3mijsomjdjk2x,2026-04-02T18:13:43.575Z,short hairy trans mascs forever and ever and ever,short hairy trans mascs forever and ever and ever,ever and ever,ever and ever,ever and ever,ngram_3,8,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
137,at://did:plc:22g76b5uv7d7gpsriovic5sy/app.bsky.feed.post/3mijsomjdjk2x,2026-04-02T18:13:43.575Z,short hairy trans mascs forever and ever and ever,short hairy trans mascs forever and ever and ever,short hairy,short hairy,short hairy,ngram_2,9,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
138,at://did:plc:22g76b5uv7d7gpsriovic5sy/app.bsky.feed.post/3mijsomjdjk2x,2026-04-02T18:13:43.575Z,short hairy trans mascs forever and ever and ever,short hairy trans mascs forever and ever and ever,hairy trans,hairy trans,hairy trans,ngram_2,10,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
139,at://did:plc:22g76b5uv7d7gpsriovic5sy/app.bsky.feed.post/3mijsomjdjk2x,2026-04-02T18:13:43.575Z,short hairy trans mascs forever and ever and ever,short hairy trans mascs forever and ever and ever,trans mascs,trans mascs,trans mascs,ngram_2,11,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
140,at://did:plc:22g76b5uv7d7gpsriovic5sy/app.bsky.feed.post/3mijsomjdjk2x,2026-04-02T18:13:43.575Z,short hairy trans mascs forever and ever and ever,short hairy trans mascs forever and ever and ever,mascs forever,mascs forever,mascs forever,ngram_2,12,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
141,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,varied subclasses is good,varied subclasses is good,varied subclasses is good,ngram_4,1,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
142,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,subclasses is good 4e,subclasses is good 4e,subclasses is good 4e,ngram_4,2,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
143,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,good 4e style multiclassing,good 4e style multiclassing,good 4e style multiclassing,ngram_4,3,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
144,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,style multiclassing is whatever,style multiclassing is whatever,style multiclassing is whatever,ngram_4,4,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
145,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,whatever but this seems,whatever but this seems,whatever but this seems,ngram_4,5,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
146,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,like its for yet,like its for yet,like its for yet,ngram_4,6,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
147,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,yet another 4 8,yet another 4 8,yet another 4 8,ngram_4,7,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
148,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,another 4 8 subclasses,another 4 8 subclasses,another 4 8 subclasses,ngram_4,8,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
149,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,subclasses in a single,subclasses in a single,subclasses in a single,ngram_4,9,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
150,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,release that on top,release that on top,release that on top,ngram_4,10,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
151,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,top of giving no,top of giving no,top of giving no,ngram_4,11,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
152,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,giving no a la,giving no a la,giving no a la,ngram_4,12,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
153,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,no a la carte,no a la carte,no a la carte,ngram_4,13,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
154,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,carte options on digital,carte options on digital,carte options on digital,ngram_4,14,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
155,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,options on digital services,options on digital services,options on digital services,ngram_4,15,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
156,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,services and not compiling,services and not compiling,services and not compiling,ngram_4,16,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
157,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,into a xanathar s,into a xanathar s,into a xanathar s,ngram_4,17,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
158,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,xanathar s style splat,xanathar s style splat,xanathar s style splat,ngram_4,18,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
159,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,s style splat book,s style splat book,s style splat book,ngram_4,19,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
160,at://did:plc:22hp52c2fr5ywmvqhfomzqja/app.bsky.feed.post/3mijspzzbek2c,2026-04-02T18:14:31.283Z,"More, varied subclasses is good. 4E style multiclassing... is whatever. But this seems like its for yet another 4 - 8 subclasses in a single book release. That on top of giving no a la carte options on digital services and not compiling them into a Xanathar's style splat book of 40 subclasses is bad",more varied subclasses is good 4e style multiclassing is whatever but this seems like its for yet another 4 8 subclasses in a single book release that on top of giving no a la carte options on digital services and not compiling them into a xanathar's style splat book of 40 subclasses is bad,splat book of 40,splat book of 40,splat book of 40,ngram_4,20,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
161,at://did:plc:22l2z4p4qhhyobx22dfcvijs/app.bsky.feed.post/3mijsvzzep22e,2026-04-02T18:17:52.611Z,"These Gals are Chatting!!

with: Babe The Dragon, and Dragon from Shrek!!

#dragon #luck #shrek #artwork #babe #luckbabe #shrekdragon #dragoness",these gals are chatting with babe the dragon and dragon from shrek #dragon #luck #shrek #artwork #babe #luckbabe #shrekdragon #dragoness,#dragon,#dragon,dragon,hashtag,1,5710.0,2025-06-06,Dragon,dragon,dragon,136659.0,1.0,exact,normalized_equality,1.0,1.0,,,1,global_fallback_no_date_overlap,True,True,4
161,at://did:plc:22l2z4p4qhhyobx22dfcvijs/app.bsky.feed.post/3mijsvzzep22e,2026-04-02T18:17:52.611Z,"These Gals are Chatting!!

with: Babe The Dragon, and Dragon from Shrek!!

#dragon #luck #shrek #artwork #babe #luckbabe #shrekdragon #dragoness",these gals are chatting with babe the dragon and dragon from shrek #dragon #luck #shrek #artwork #babe #luckbabe #shrekdragon #dragoness,#dragon,#dragon,dragon,hashtag,1,5567.0,2025-06-05,Dragon,dragon,dragon,131674.0,2.0,exact,normalized_equality,1.0,1.0,,,2,global_fallback_no_date_overlap,True,True,4
161,at://did:plc:22l2z4p4qhhyobx22dfcvijs/app.bsky.feed.post/3mijsvzzep22e,2026-04-02T18:17:52.611Z,"These Gals are Chatting!!

with: Babe The Dragon, and Dragon from Shrek!!

#dragon #luck #shrek #artwork #babe #luckbabe #shrekdragon #dragoness",these gals are chatting with babe the dragon and dragon from shrek #dragon #luck #shrek #artwork #babe #luckbabe #shrekdragon #dragoness,#dragon,#dragon,dragon,hashtag,1,77584.0,2025-10-24,Dragon,dragon,dragon,91614.0,1.0,exact,normalized_equality,1.0,1.0,,,3,global_fallback_no_date_overlap,True,True,4
161,at://did:plc:22l2z4p4qhhyobx22dfcvijs/app.bsky.feed.post/3mijsvzzep22e,2026-04-02T18:17:52.611Z,"These Gals are Chatting!!

with: Babe The Dragon, and Dragon from Shrek!!

#dragon #luck #shrek #artwork #babe #luckbabe #shrekdragon #dragoness",these gals are chatting with babe the dragon and dragon from shrek #dragon #luck #shrek #artwork #babe #luckbabe #shrekdragon #dragoness,#dragon,#dragon,dragon,hashtag,1,24705.0,2025-10-23,Dragon,dragon,dragon,90655.0,3.0,exact,normalized_equality,1.0,1.0,,,4,global_fallback_no_date_overlap,True,True,4
162,at://did:plc:22l2z4p4qhhyobx22dfcvijs/app.bsky.feed.post/3mijsvzzep22e,2026-04-02T18:17:52.611Z,"These Gals are Chatting!!

with: Babe The Dragon, and Dragon from Shrek!!

#dragon #luck #shrek #artwork #babe #luckbabe #shrekdragon #dragoness",these gals are chatting with babe the dragon and dragon from shrek #dragon #luck #shrek #artwork #babe #luckbabe #shrekdragon #dragoness,#luck,#luck,luck,hashtag,2,,,,,,,,unmatched,none,0.0,,,,1,global_fallback_no_date_overlap,False,False,0
